Asset_ID,Asset_Value,Maintenance_Cost,Age,Compliance_Status,Cybersecurity_Score,Physical_Security_Score,Vendor_Risk_Score,Environmental_Risk,Previous_Incidents
450,63751,55942,5,TRUE,4,60,5,1,1 (Malware)
451,15409,33317,9,TRUE,71,48,36,0,2 (Data Breach)
452,80376,63108,8,FALSE,87,95,37,2,1 (Malware)
453,12595,7221,1,FALSE,27,42,16,1,2 (Data Breach)
454,64740,3310,2,FALSE,79,41,3,2,2 (Data Breach)
455,4637,46896,9,FALSE,43,61,12,0,1 (Malware)
456,35222,80712,0,FALSE,40,51,66,1,1 (Malware)
457,56798,87551,2,FALSE,32,13,41,1,0
458,14038,24232,6,TRUE,66,42,33,0,0
459,99602,46090,10,TRUE,1,60,5,0,2 (Data Breach)
460,72532,26495,9,TRUE,71,93,60,2,3 (Physical Theft)
461,53200,66212,5,FALSE,73,15,89,1,0
462,40543,23711,0,TRUE,78,95,61,0,0
463,6060,3602,6,FALSE,32,78,5,1,3 (Physical Theft)
464,97756,44927,9,FALSE,94,18,33,2,0
465,72840,26363,7,FALSE,91,28,2,3,3 (Physical Theft)
466,55536,62186,2,FALSE,78,95,29,2,3 (Physical Theft)
467,28006,64564,5,TRUE,14,69,44,1,0
468,78911,77305,9,FALSE,94,75,88,2,3 (Physical Theft)
469,24802,3770,9,FALSE,54,90,67,3,2 (Data Breach)
470,50204,94008,4,FALSE,59,40,99,0,0
471,32708,45368,5,FALSE,67,39,54,3,2 (Data Breach)
472,48697,46060,0,FALSE,39,22,0,0,0
473,31779,60890,3,FALSE,83,94,93,0,0
474,82756,80719,0,FALSE,97,56,92,2,0
475,15183,34980,8,FALSE,61,15,61,1,2 (Data Breach)
476,43627,83270,2,FALSE,1,54,91,3,3 (Physical Theft)
477,50293,32930,2,TRUE,76,20,32,1,2 (Data Breach)
478,11356,44124,4,FALSE,20,18,52,0,3 (Physical Theft)
479,39691,3722,7,TRUE,58,3,73,2,1 (Malware)
480,620,82580,0,FALSE,31,64,66,3,3 (Physical Theft)
481,60093,97922,3,FALSE,20,76,67,3,0
482,7924,38393,4,FALSE,53,61,65,1,1 (Malware)
483,44561,70720,8,FALSE,17,8,23,1,0
484,99464,22275,8,TRUE,45,33,59,0,2 (Data Breach)
485,1267,23918,2,FALSE,83,49,96,2,1 (Malware)
486,38875,96068,7,TRUE,7,18,74,2,0
487,45875,24889,6,FALSE,31,17,5,1,2 (Data Breach)
488,42331,36357,1,TRUE,24,51,16,0,1 (Malware)
489,23705,89777,4,TRUE,10,2,75,3,0
490,59262,69554,4,FALSE,40,57,57,0,3 (Physical Theft)
491,86544,88524,3,TRUE,71,46,68,2,2 (Data Breach)
492,20656,87200,0,FALSE,9,12,15,0,2 (Data Breach)
493,76862,79166,8,TRUE,76,71,17,1,0
494,55720,65337,3,FALSE,68,49,91,0,2 (Data Breach)
495,33388,24044,7,FALSE,41,77,56,2,0
496,95995,50483,9,FALSE,29,61,69,2,3 (Physical Theft)
497,90310,72915,7,FALSE,55,86,79,3,2 (Data Breach)
498,29654,11343,7,FALSE,12,16,43,1,3 (Physical Theft)
499,17280,94506,7,TRUE,83,14,37,1,3 (Physical Theft)
500,77565,38671,5,FALSE,24,22,79,1,1 (Malware)
501,30955,62414,1,FALSE,57,43,18,3,2 (Data Breach)
502,12229,85431,3,TRUE,85,59,60,3,2 (Data Breach)
503,39623,8482,2,FALSE,99,22,41,0,2 (Data Breach)
504,69225,29248,0,TRUE,78,51,38,1,2 (Data Breach)
505,66871,20219,5,FALSE,64,44,44,1,2 (Data Breach)
506,36262,97665,9,FALSE,37,60,9,0,2 (Data Breach)
507,74109,730,2,TRUE,69,89,64,0,0
508,35034,59112,1,TRUE,33,5,90,3,3 (Physical Theft)
509,910,46438,4,TRUE,34,15,57,2,2 (Data Breach)
510,67999,60256,3,TRUE,31,46,25,3,2 (Data Breach)
511,78734,1419,7,FALSE,97,21,65,3,2 (Data Breach)
512,71705,47121,4,TRUE,92,57,12,3,1 (Malware)
513,80515,77929,3,TRUE,70,73,66,1,0
514,31197,56805,2,FALSE,39,10,84,1,3 (Physical Theft)
515,51060,13255,7,TRUE,26,86,54,0,2 (Data Breach)
516,56571,65485,3,FALSE,55,47,85,2,2 (Data Breach)
517,57681,34595,3,TRUE,58,82,28,3,2 (Data Breach)
518,76382,81591,3,TRUE,7,71,75,2,0
519,207,54523,0,TRUE,35,13,98,1,0
520,64312,48600,5,FALSE,21,73,96,2,3 (Physical Theft)
521,4247,40456,4,TRUE,58,38,64,0,0
522,46806,40118,3,TRUE,70,65,6,1,1 (Malware)
523,54640,45030,9,FALSE,32,91,62,0,2 (Data Breach)
524,4035,75706,8,FALSE,42,77,95,0,1 (Malware)
525,2250,50946,7,FALSE,29,62,87,0,2 (Data Breach)
526,65104,43721,6,FALSE,39,28,43,3,1 (Malware)
527,48719,55070,3,FALSE,24,39,8,1,3 (Physical Theft)
528,59005,29832,6,FALSE,72,57,20,2,2 (Data Breach)
529,33182,29023,1,FALSE,12,26,28,3,1 (Malware)
530,38166,67976,0,TRUE,99,91,52,1,0
531,47093,73575,7,TRUE,16,76,82,1,3 (Physical Theft)
532,53697,55200,3,FALSE,82,67,24,0,1 (Malware)
533,88317,33299,2,FALSE,42,56,16,0,3 (Physical Theft)
534,78726,68632,1,FALSE,16,99,87,3,0
535,89745,40162,10,TRUE,71,75,5,3,0
536,44651,93585,5,FALSE,57,38,0,2,3 (Physical Theft)
537,64016,99223,1,TRUE,8,97,19,0,2 (Data Breach)
538,68337,80070,3,TRUE,50,96,9,2,2 (Data Breach)
539,39545,57853,1,TRUE,55,31,91,1,0
540,19518,55249,7,FALSE,36,69,0,3,3 (Physical Theft)
541,49040,94641,8,TRUE,58,3,40,0,1 (Malware)
542,40296,40733,1,TRUE,86,54,17,0,0
543,9496,41666,0,FALSE,64,75,39,1,1 (Malware)
544,37036,96894,5,TRUE,34,96,66,3,1 (Malware)
545,85102,74628,2,FALSE,54,29,4,0,3 (Physical Theft)
546,53595,74503,1,TRUE,72,58,88,0,0
547,34357,36103,3,FALSE,73,63,3,3,3 (Physical Theft)
548,32273,13757,0,TRUE,69,98,45,1,0
549,15221,64320,4,FALSE,77,11,0,0,1 (Malware)
550,58918,74581,10,TRUE,43,0,65,3,2 (Data Breach)
551,58255,17580,6,TRUE,57,5,21,3,1 (Malware)
552,87416,70121,2,TRUE,48,81,29,0,1 (Malware)
553,99064,36663,9,TRUE,71,70,3,2,3 (Physical Theft)
554,67695,12670,0,TRUE,10,81,93,1,2 (Data Breach)
555,46258,84881,7,FALSE,8,2,71,3,1 (Malware)
556,95680,52293,5,FALSE,23,70,27,0,0
557,34461,11749,9,FALSE,72,81,28,3,3 (Physical Theft)
558,15003,16816,0,TRUE,84,91,79,1,0
559,45505,21588,6,TRUE,30,19,30,2,3 (Physical Theft)
560,24450,74433,0,TRUE,65,38,55,0,1 (Malware)
561,5569,42455,8,FALSE,58,48,16,1,3 (Physical Theft)
562,43568,75854,3,TRUE,30,65,10,3,2 (Data Breach)
563,54385,68591,6,FALSE,48,0,85,2,2 (Data Breach)
564,59466,54605,8,TRUE,9,64,99,0,2 (Data Breach)
565,34755,36964,3,FALSE,44,58,60,1,0
566,13442,48987,0,TRUE,76,61,95,3,1 (Malware)
567,65456,32934,5,FALSE,85,74,23,2,2 (Data Breach)
568,6030,36477,10,TRUE,27,77,1,2,0
569,41604,74016,7,TRUE,82,93,78,2,3 (Physical Theft)
570,51675,14551,4,TRUE,39,40,67,3,0
571,87148,84219,9,TRUE,27,40,14,2,2 (Data Breach)
572,84401,94220,8,TRUE,79,18,90,2,1 (Malware)
573,72442,83827,1,TRUE,35,55,82,2,0
574,2081,38790,3,TRUE,54,82,42,0,1 (Malware)
575,67605,12022,5,FALSE,90,27,36,2,2 (Data Breach)
576,94074,42063,8,TRUE,76,50,5,2,1 (Malware)
577,63010,85546,5,TRUE,23,43,34,3,0
578,41086,83205,3,FALSE,22,61,81,3,1 (Malware)
579,51609,97166,7,FALSE,6,48,24,0,2 (Data Breach)
580,10760,97748,7,FALSE,1,42,79,3,3 (Physical Theft)
581,85458,43415,7,TRUE,75,51,96,3,3 (Physical Theft)
582,58089,81609,5,FALSE,60,27,36,0,2 (Data Breach)
583,52591,282,7,FALSE,57,83,79,2,3 (Physical Theft)
584,50818,65293,10,TRUE,52,73,66,1,1 (Malware)
585,67600,41764,10,FALSE,96,61,8,2,1 (Malware)
586,23584,18918,7,FALSE,52,91,90,2,3 (Physical Theft)
587,47394,90730,9,TRUE,93,27,0,3,2 (Data Breach)
588,88059,54541,3,TRUE,44,25,28,2,3 (Physical Theft)
589,85518,6462,4,FALSE,62,63,52,2,3 (Physical Theft)
590,48590,21124,3,TRUE,67,41,21,2,3 (Physical Theft)
591,41287,35586,4,TRUE,75,85,35,1,1 (Malware)
592,86069,48396,6,TRUE,28,45,69,0,2 (Data Breach)
593,84487,44947,5,FALSE,25,9,55,0,1 (Malware)
594,72837,72378,3,FALSE,13,48,12,2,0
595,58966,30923,4,FALSE,17,51,91,2,2 (Data Breach)
596,50693,41562,3,FALSE,56,36,96,3,1 (Malware)
597,75773,37841,3,TRUE,55,4,55,0,1 (Malware)
598,9428,62478,5,TRUE,88,98,41,1,3 (Physical Theft)
599,72339,39456,1,TRUE,9,25,33,3,1 (Malware)
600,78521,4459,5,TRUE,96,10,70,0,3 (Physical Theft)
601,51193,23115,7,TRUE,35,25,86,2,3 (Physical Theft)
602,77097,84971,3,TRUE,62,25,92,3,3 (Physical Theft)
603,82694,66895,2,FALSE,50,95,6,1,1 (Malware)
604,61210,45463,9,FALSE,71,60,38,3,0
605,79102,78153,9,FALSE,51,87,68,3,0
606,11220,86065,4,FALSE,70,11,82,3,0
607,8004,80390,5,FALSE,91,3,97,0,1 (Malware)
608,93733,33140,6,TRUE,43,68,80,3,3 (Physical Theft)
609,70091,59752,9,TRUE,31,70,68,3,1 (Malware)
610,60038,34128,2,TRUE,6,39,31,2,0
611,83457,93389,6,TRUE,88,13,88,2,3 (Physical Theft)
612,47564,32147,8,TRUE,76,11,37,3,1 (Malware)
613,18558,91692,10,TRUE,70,49,83,1,3 (Physical Theft)
614,77770,42302,10,TRUE,54,23,77,3,2 (Data Breach)
615,59478,64356,7,FALSE,45,14,47,0,3 (Physical Theft)
616,70516,7588,5,TRUE,23,58,79,0,3 (Physical Theft)
617,51335,9384,3,TRUE,1,29,61,2,3 (Physical Theft)
618,96125,96817,8,FALSE,11,78,90,2,3 (Physical Theft)
619,37464,82493,3,FALSE,63,90,53,0,2 (Data Breach)
620,7035,45180,5,FALSE,34,18,29,1,0
621,3023,56859,6,TRUE,18,10,4,1,0
622,46616,40047,2,FALSE,33,10,81,2,1 (Malware)
623,90330,33733,6,TRUE,53,9,9,3,2 (Data Breach)
624,62015,84671,4,TRUE,71,65,78,0,3 (Physical Theft)
625,9867,39401,5,FALSE,51,88,32,3,3 (Physical Theft)
626,77793,98724,5,FALSE,58,83,11,0,2 (Data Breach)
627,49936,86418,10,FALSE,52,48,36,3,0
628,83030,74757,0,TRUE,19,34,88,3,2 (Data Breach)
629,34577,90261,8,TRUE,73,51,90,0,3 (Physical Theft)
630,81427,11936,9,FALSE,76,21,98,1,2 (Data Breach)
631,39437,61509,7,FALSE,36,11,88,2,1 (Malware)
632,28838,89538,4,FALSE,96,6,94,1,1 (Malware)
633,88801,70055,6,FALSE,98,4,56,2,0
634,699,3359,0,TRUE,20,92,10,1,1 (Malware)
635,35201,24636,9,TRUE,83,89,67,0,2 (Data Breach)
636,44424,87552,10,TRUE,96,97,39,3,0
637,89884,52511,1,FALSE,64,88,84,3,1 (Malware)
638,4051,66651,9,FALSE,48,82,83,2,3 (Physical Theft)
639,62559,38981,6,FALSE,91,99,8,2,0
640,84222,18052,4,FALSE,38,85,86,3,0
641,45303,35236,10,TRUE,50,77,73,2,1 (Malware)
642,31851,78763,10,FALSE,88,45,56,2,3 (Physical Theft)
643,72225,98274,4,TRUE,68,42,71,1,0
644,43247,21172,10,TRUE,11,15,96,1,0
645,31752,41006,9,TRUE,65,47,49,1,3 (Physical Theft)
646,20249,4281,8,FALSE,23,78,44,0,3 (Physical Theft)
647,4005,221,6,TRUE,21,61,18,2,0
648,65488,41509,0,TRUE,25,11,89,1,1 (Malware)
649,59825,4954,9,FALSE,37,8,29,1,3 (Physical Theft)
650,42403,3428,6,TRUE,58,74,42,2,0
651,96478,19803,3,FALSE,14,71,87,2,0
652,17231,62908,3,FALSE,30,64,63,3,0
653,7610,78545,3,TRUE,71,38,0,3,2 (Data Breach)
654,42485,14632,10,FALSE,8,25,60,2,3 (Physical Theft)
655,6009,23715,10,FALSE,0,98,96,2,3 (Physical Theft)
656,56653,36639,2,FALSE,54,56,66,1,1 (Malware)
657,20643,60994,1,TRUE,53,75,34,3,3 (Physical Theft)
658,26004,78655,4,TRUE,31,70,15,0,0
659,50067,57386,4,FALSE,70,2,78,3,1 (Malware)
660,26150,19173,10,TRUE,48,18,34,1,1 (Malware)
661,7684,11731,3,TRUE,63,8,17,3,1 (Malware)
662,46665,68044,9,FALSE,42,49,70,1,1 (Malware)
663,47924,43811,5,TRUE,94,32,28,3,0
664,68184,17921,7,TRUE,9,8,44,3,1 (Malware)
665,47174,47176,9,FALSE,57,25,34,0,0
666,6926,22485,0,TRUE,67,57,50,3,3 (Physical Theft)
667,65715,92448,2,FALSE,13,84,38,1,0
668,3829,30562,3,FALSE,41,68,73,2,3 (Physical Theft)
669,89552,19343,1,FALSE,41,60,20,3,0
670,52314,13554,3,FALSE,35,89,1,3,1 (Malware)
671,38527,55301,6,FALSE,44,31,41,0,3 (Physical Theft)
672,42340,56852,10,TRUE,89,47,56,1,0
673,2712,70243,3,FALSE,74,78,95,2,0
674,65624,97968,5,FALSE,35,48,9,3,0
675,6649,53408,3,FALSE,11,12,10,1,2 (Data Breach)
676,1777,19277,9,TRUE,26,13,86,1,0
677,96690,56032,9,FALSE,32,37,42,3,1 (Malware)
678,88002,66800,6,TRUE,90,1,71,0,2 (Data Breach)
679,7617,91205,3,TRUE,41,62,37,2,0
680,58009,82556,0,TRUE,69,2,90,3,0
681,5670,20231,5,FALSE,8,98,73,0,1 (Malware)
682,52032,50260,5,FALSE,75,15,51,1,3 (Physical Theft)
683,75655,78119,8,FALSE,40,12,54,1,1 (Malware)
684,42601,31605,7,TRUE,72,13,88,2,1 (Malware)
685,78284,15125,6,FALSE,77,9,61,0,0
686,49762,24973,9,TRUE,84,50,2,2,0
687,4152,38972,2,FALSE,82,52,51,2,1 (Malware)
688,49460,18393,3,TRUE,44,32,13,0,0
689,30207,23093,6,TRUE,52,3,25,0,2 (Data Breach)
690,87570,91870,8,FALSE,68,12,61,1,2 (Data Breach)
691,8025,95722,0,TRUE,11,72,49,0,1 (Malware)
692,14272,68050,8,TRUE,33,9,42,2,2 (Data Breach)
693,75751,77243,2,TRUE,95,91,4,1,0
694,68773,83445,9,TRUE,16,70,93,0,0
695,30441,19849,2,FALSE,34,90,96,0,1 (Malware)
696,89782,478,4,TRUE,79,46,52,2,3 (Physical Theft)
697,27901,56690,7,FALSE,13,13,100,2,1 (Malware)
698,46345,19409,5,TRUE,74,66,86,3,0
699,89079,49081,4,TRUE,39,39,25,3,2 (Data Breach)
700,86530,25769,2,FALSE,95,6,2,2,0
701,25148,52621,0,TRUE,7,91,80,2,1 (Malware)
702,23512,45809,5,TRUE,38,32,66,0,1 (Malware)
703,36460,18426,2,FALSE,48,53,39,3,1 (Malware)
704,1167,14951,9,FALSE,23,31,77,0,0
705,64123,6464,8,TRUE,68,78,80,0,1 (Malware)
706,37653,80211,1,FALSE,100,100,19,1,0
707,55097,35759,5,TRUE,7,36,80,1,1 (Malware)
708,81767,8783,4,FALSE,42,31,54,0,0
709,64004,15221,9,FALSE,84,50,87,3,0
710,31770,13803,5,FALSE,72,47,63,3,3 (Physical Theft)
711,48056,2676,4,TRUE,98,2,85,1,2 (Data Breach)
712,99580,60682,8,FALSE,51,41,75,3,2 (Data Breach)
713,64707,73433,7,FALSE,82,86,77,1,0
714,24835,12786,6,FALSE,100,70,41,1,1 (Malware)
715,14465,35351,7,TRUE,67,58,80,3,0
716,39672,80754,2,FALSE,88,30,53,3,1 (Malware)
717,28261,76176,3,FALSE,6,8,94,1,0
718,84471,70109,3,TRUE,17,31,100,1,1 (Malware)
719,74352,40716,3,TRUE,53,26,63,3,1 (Malware)
720,6707,48599,3,FALSE,88,83,67,2,0
721,76795,36040,3,TRUE,34,15,43,1,0
722,49895,69832,8,FALSE,96,49,24,0,2 (Data Breach)
723,73976,97742,8,FALSE,82,28,15,3,3 (Physical Theft)
724,2553,99834,0,TRUE,22,69,48,0,3 (Physical Theft)
725,32120,91773,10,TRUE,89,44,53,1,2 (Data Breach)
726,99631,89055,2,FALSE,8,71,71,3,2 (Data Breach)
727,64653,56072,6,TRUE,58,8,27,2,0
728,21810,82052,8,FALSE,79,16,69,1,1 (Malware)
729,85380,64636,10,FALSE,97,95,73,0,0
730,98243,84697,10,TRUE,24,29,6,1,1 (Malware)
731,91480,75792,7,FALSE,19,31,87,1,2 (Data Breach)
732,90083,4464,7,FALSE,54,51,39,2,2 (Data Breach)
733,34013,80988,1,TRUE,86,4,4,3,0
734,57844,57770,10,TRUE,18,46,74,2,1 (Malware)
735,76427,72354,5,FALSE,69,8,8,0,0
736,37914,21394,7,FALSE,72,35,13,3,3 (Physical Theft)
737,13782,90936,2,TRUE,14,71,57,1,0
738,62385,8094,2,TRUE,37,71,79,2,0
739,68383,13724,7,FALSE,84,7,4,1,0
740,1784,2689,2,TRUE,75,79,92,0,3 (Physical Theft)
741,91418,83595,7,TRUE,71,94,96,2,3 (Physical Theft)
742,22135,47512,2,FALSE,51,71,94,0,1 (Malware)
743,23282,37802,0,FALSE,20,62,20,1,3 (Physical Theft)
744,57357,12366,2,FALSE,83,19,13,2,0
745,83630,27152,2,FALSE,59,82,43,2,2 (Data Breach)
746,19056,33069,5,TRUE,61,59,63,3,3 (Physical Theft)
747,25036,17064,2,TRUE,16,98,23,2,1 (Malware)
748,41320,98469,6,TRUE,47,40,87,1,0
749,36230,33411,4,TRUE,62,50,54,3,0
750,72851,62626,8,FALSE,63,63,47,1,2 (Data Breach)
751,86216,82443,10,FALSE,27,11,30,0,0
752,2108,87076,4,TRUE,79,42,52,0,1 (Malware)
753,8287,72888,2,FALSE,38,1,32,3,1 (Malware)
754,54218,29199,6,FALSE,0,53,30,2,0
755,62629,10663,4,TRUE,36,68,62,0,2 (Data Breach)
756,76938,76015,5,FALSE,51,86,66,3,2 (Data Breach)
757,96080,73344,6,TRUE,8,6,81,0,3 (Physical Theft)
758,26831,51109,10,TRUE,33,3,37,2,1 (Malware)
759,13151,56259,7,FALSE,53,10,33,2,3 (Physical Theft)
760,4790,94766,5,FALSE,0,67,3,2,0
761,1039,59433,0,TRUE,55,25,38,0,3 (Physical Theft)
762,34631,22305,8,TRUE,47,15,100,1,1 (Malware)
763,77646,75826,6,FALSE,97,43,63,1,1 (Malware)
764,37295,18730,8,TRUE,91,59,100,2,1 (Malware)
765,46678,38451,2,FALSE,92,52,77,1,1 (Malware)
766,9985,28055,0,FALSE,75,61,30,2,3 (Physical Theft)
767,48200,93735,1,FALSE,32,63,81,3,2 (Data Breach)
768,76614,19601,0,FALSE,55,2,65,2,3 (Physical Theft)
769,96590,80684,10,FALSE,60,48,21,1,2 (Data Breach)
770,73702,29718,7,TRUE,46,84,100,0,3 (Physical Theft)
771,6313,43754,0,TRUE,53,29,77,0,2 (Data Breach)
772,49371,59639,3,TRUE,53,38,58,0,2 (Data Breach)
773,66221,78099,1,FALSE,93,57,34,3,2 (Data Breach)
774,94136,13928,0,TRUE,81,55,57,1,1 (Malware)
775,268,14052,10,TRUE,71,29,96,1,2 (Data Breach)
776,40149,93661,5,TRUE,44,61,6,1,0
777,14478,70096,8,TRUE,57,96,30,1,3 (Physical Theft)
778,19690,71710,3,TRUE,15,72,81,3,3 (Physical Theft)
779,5825,6610,10,FALSE,43,48,48,1,2 (Data Breach)
780,67520,25214,8,TRUE,27,53,28,0,0
781,59105,8502,8,TRUE,24,54,58,1,2 (Data Breach)
782,28918,34840,9,FALSE,21,12,5,1,3 (Physical Theft)
783,66562,93468,3,FALSE,61,30,20,2,2 (Data Breach)
784,22326,55266,8,TRUE,96,97,92,0,3 (Physical Theft)
785,24423,60321,0,TRUE,65,88,61,3,0
786,52016,36306,6,TRUE,54,81,60,1,0
787,3398,28082,1,TRUE,90,28,71,3,3 (Physical Theft)
788,37883,4255,10,TRUE,45,5,90,3,1 (Malware)
789,48245,65290,4,FALSE,89,37,64,1,2 (Data Breach)
790,66935,5842,5,FALSE,64,83,70,0,1 (Malware)
791,23849,32209,7,FALSE,88,34,55,2,3 (Physical Theft)
792,83740,38819,7,FALSE,58,68,14,2,2 (Data Breach)
793,84061,65672,10,FALSE,15,64,74,0,1 (Malware)
794,15112,44612,9,FALSE,76,34,76,2,3 (Physical Theft)
795,33509,15778,7,TRUE,87,69,39,2,3 (Physical Theft)
796,91167,4320,0,FALSE,41,26,59,1,2 (Data Breach)
797,67262,43422,6,TRUE,7,32,97,0,0
798,26458,73728,5,FALSE,80,45,91,2,1 (Malware)
799,36289,17986,7,TRUE,70,98,48,3,2 (Data Breach)
800,79147,57716,8,TRUE,78,91,77,0,3 (Physical Theft)
801,20425,14675,10,TRUE,43,79,81,3,3 (Physical Theft)
802,52736,73786,2,TRUE,30,69,22,2,1 (Malware)
803,56658,67323,5,TRUE,30,46,68,0,1 (Malware)
804,72029,94671,2,TRUE,68,51,26,1,1 (Malware)
805,21346,17374,6,FALSE,3,81,21,3,3 (Physical Theft)
806,50972,91964,2,TRUE,96,76,35,2,0
807,42242,51768,9,TRUE,52,73,56,3,0
808,44769,31471,4,FALSE,47,55,55,0,1 (Malware)
809,36729,54350,6,FALSE,89,23,37,0,2 (Data Breach)
810,20109,61163,4,TRUE,3,42,58,2,1 (Malware)
811,13027,29993,2,FALSE,13,52,22,3,3 (Physical Theft)
812,18638,44262,9,FALSE,65,16,39,1,1 (Malware)
813,54593,18400,8,FALSE,62,22,11,2,0
814,66306,58776,0,FALSE,41,30,81,0,1 (Malware)
815,3694,43275,0,FALSE,55,8,39,1,2 (Data Breach)
816,61,91077,9,FALSE,77,50,46,2,2 (Data Breach)
817,64207,4968,4,FALSE,31,81,39,2,1 (Malware)
818,40206,14035,5,FALSE,89,57,89,3,3 (Physical Theft)
819,67563,19040,6,TRUE,28,52,94,2,1 (Malware)
820,42968,51102,6,FALSE,38,85,54,1,0
821,76985,9772,6,FALSE,88,1,70,2,2 (Data Breach)
822,52190,8753,5,TRUE,51,89,16,2,1 (Malware)
823,23528,13362,7,FALSE,62,50,37,2,1 (Malware)
824,6314,43791,8,TRUE,40,62,49,1,1 (Malware)
825,29671,94041,8,FALSE,52,72,0,1,0
826,16931,87365,4,FALSE,92,27,10,1,0
827,15899,91526,2,FALSE,70,18,55,2,3 (Physical Theft)
828,58377,14332,7,TRUE,85,57,50,1,1 (Malware)
829,32449,15361,0,FALSE,67,46,64,2,3 (Physical Theft)
830,428,41618,5,FALSE,19,54,3,1,2 (Data Breach)
831,69194,45002,6,FALSE,69,78,4,2,0
832,54182,90434,2,TRUE,7,2,58,2,0
833,58840,85536,9,TRUE,88,43,98,3,3 (Physical Theft)
834,794,15277,5,TRUE,98,59,4,1,0
835,44109,72118,0,FALSE,88,86,32,1,0
836,53493,83678,10,FALSE,11,94,42,1,2 (Data Breach)
837,58347,78256,9,FALSE,16,28,71,3,2 (Data Breach)
838,26516,70715,7,TRUE,87,71,80,3,0
839,72066,66256,2,TRUE,12,87,85,3,3 (Physical Theft)
840,63963,43777,7,TRUE,59,96,66,3,2 (Data Breach)
841,2638,43323,3,TRUE,90,52,85,0,0
842,5644,62646,5,FALSE,98,38,41,3,1 (Malware)
843,98567,84519,1,FALSE,71,92,1,1,1 (Malware)
844,28411,41077,10,TRUE,10,33,37,1,3 (Physical Theft)
845,89078,90177,2,TRUE,49,36,44,3,3 (Physical Theft)
846,10382,709,3,TRUE,46,23,50,2,1 (Malware)
847,56271,73890,10,TRUE,61,72,98,0,1 (Malware)
848,3347,78265,6,FALSE,71,57,94,0,3 (Physical Theft)
849,71,28110,7,FALSE,20,68,71,2,2 (Data Breach)
850,65878,6218,9,FALSE,38,5,42,3,0
851,18456,52386,7,FALSE,16,92,55,0,2 (Data Breach)
852,56365,4537,2,TRUE,97,64,53,3,0
853,1373,12966,9,TRUE,82,95,47,1,1 (Malware)
854,91717,55544,4,FALSE,83,61,3,1,3 (Physical Theft)
855,87909,72679,9,FALSE,18,6,32,0,0
856,29648,59127,9,FALSE,6,9,71,1,2 (Data Breach)
857,11771,92414,6,TRUE,85,91,6,2,2 (Data Breach)
858,83174,27,0,FALSE,83,41,97,2,2 (Data Breach)
859,76942,20407,1,TRUE,98,98,41,1,2 (Data Breach)
860,79127,21237,9,TRUE,54,51,7,1,0
861,69885,72134,6,TRUE,62,10,33,2,0
862,52459,31414,3,TRUE,78,34,51,1,0
863,4194,88279,7,TRUE,36,14,96,3,2 (Data Breach)
864,7264,92769,5,FALSE,30,20,11,3,0
865,50067,7711,6,TRUE,59,50,31,1,1 (Malware)
866,96981,76256,4,FALSE,90,58,74,3,2 (Data Breach)
867,17827,1609,2,FALSE,70,87,80,2,0
868,11491,18681,7,FALSE,95,85,84,1,0
869,68279,6266,9,TRUE,59,9,15,0,0
870,42466,44263,7,TRUE,45,39,38,2,3 (Physical Theft)
871,19248,38676,4,FALSE,7,51,76,1,2 (Data Breach)
872,73763,8644,3,FALSE,65,63,84,0,3 (Physical Theft)
873,12671,33306,0,FALSE,49,21,65,0,3 (Physical Theft)
874,43701,29656,9,FALSE,22,2,31,2,1 (Malware)
875,89233,26678,9,TRUE,77,52,69,0,3 (Physical Theft)
876,49713,86321,2,TRUE,76,33,73,2,1 (Malware)
877,25481,78436,0,FALSE,48,89,82,0,3 (Physical Theft)
878,70666,50293,6,TRUE,17,64,12,0,1 (Malware)
879,55990,22377,6,TRUE,40,51,90,2,1 (Malware)
880,31875,29522,7,FALSE,79,64,7,0,2 (Data Breach)
881,24154,97942,2,FALSE,86,64,28,0,2 (Data Breach)
882,3449,26229,8,FALSE,52,1,19,1,3 (Physical Theft)
883,75189,87531,0,FALSE,21,100,68,0,0
884,60303,95378,1,TRUE,86,52,23,0,2 (Data Breach)
885,89775,76653,3,FALSE,99,22,74,2,3 (Physical Theft)
886,33825,57811,1,FALSE,63,51,14,3,0
887,64858,90815,6,FALSE,7,32,49,3,2 (Data Breach)
888,56907,71199,5,FALSE,20,22,86,2,0
889,53337,41108,2,TRUE,84,30,46,3,2 (Data Breach)
890,46652,48698,1,TRUE,14,61,72,3,0
891,52113,91112,0,TRUE,65,55,4,2,0
892,14558,72982,7,TRUE,49,6,40,2,3 (Physical Theft)
893,29883,73973,10,TRUE,86,67,42,3,1 (Malware)
894,67122,86407,8,TRUE,46,58,1,2,3 (Physical Theft)
895,78563,17617,7,TRUE,78,0,78,2,2 (Data Breach)
896,33927,24922,3,FALSE,88,70,18,2,3 (Physical Theft)
897,7253,80747,3,TRUE,24,86,11,0,2 (Data Breach)
898,87499,60493,2,TRUE,26,19,90,1,0
899,77279,55974,5,TRUE,30,12,3,0,0
900,24449,53759,0,FALSE,11,89,27,1,1 (Malware)
901,91749,35488,3,FALSE,10,88,82,3,1 (Malware)
902,19884,73583,8,FALSE,38,32,54,2,1 (Malware)
903,6603,39259,2,TRUE,39,39,64,1,1 (Malware)
904,14568,18643,4,FALSE,99,1,42,3,0
905,17673,57527,10,FALSE,88,52,81,2,2 (Data Breach)
