Asset_ID,Asset_Value,Maintenance_Cost,Age,Compliance_Status,Cybersecurity_Score,Physical_Security_Score,Vendor_Risk_Score,Environmental_Risk,Previous_Incidents
630,27230,57630,1,1,60,89,43,2,0
631,9238,31969,8,0,72,56,71,0,0
632,50842,542,0,0,1,83,69,1,1
633,6274,99129,5,0,51,82,8,2,1
634,6003,89785,0,1,12,5,35,2,1
635,75412,56879,10,0,44,40,68,3,0
636,84484,16280,6,0,24,63,43,3,0
637,8133,81890,8,0,60,26,88,3,2
638,59122,23700,1,1,50,21,14,1,2
639,15256,49026,2,1,22,92,80,0,2
640,74223,38933,1,1,96,26,52,3,1
641,68671,78419,8,0,45,56,88,2,0
642,87257,31391,3,0,56,34,60,1,1
643,70047,44222,3,1,95,20,35,0,0
644,685,21603,8,0,0,86,100,0,0
645,3645,20378,10,1,0,78,100,0,0
646,81105,15427,6,0,80,75,39,3,3
647,64293,84768,2,1,90,85,59,2,0
648,85666,15538,1,0,19,15,38,1,1
649,21361,14745,7,1,99,61,32,0,0
650,30268,80235,8,1,70,50,28,2,1
651,52737,30367,7,1,89,59,63,2,2
652,7600,80001,9,1,33,96,49,2,1
653,40123,88651,9,0,66,16,45,1,1
654,82424,56142,2,1,31,95,50,3,1
655,98740,31877,0,0,92,33,75,3,3
656,47363,3174,8,0,20,46,86,0,0
657,7145,64456,10,1,57,74,50,1,0
658,84992,34667,6,0,17,18,48,2,2
659,40528,68666,3,1,78,11,5,1,1
660,59268,5442,7,1,82,96,59,2,3
661,69834,90896,8,0,0,40,40,2,2
662,89211,79369,5,0,59,66,93,2,1
663,7861,26616,7,1,33,83,79,0,0
664,82983,65413,3,1,82,11,80,3,1
665,36904,82337,0,1,94,69,53,3,0
666,19404,3587,8,1,14,7,98,1,2
667,82870,39850,2,1,21,66,63,0,2
668,2366,41251,4,0,36,30,40,2,0
669,86998,36283,8,0,36,5,79,1,1
670,51661,24129,8,1,30,24,7,0,3
671,63418,31249,9,1,81,43,30,2,3
672,79857,4514,5,0,94,72,56,3,1
673,99449,31325,6,0,6,33,66,3,1
674,85496,73537,3,0,6,55,29,2,0
675,28560,71770,9,1,89,25,6,1,2
676,47229,84370,0,0,82,59,76,0,1
677,35794,31013,7,1,36,26,40,0,1
678,67122,54666,6,1,7,84,52,3,1
679,78813,49827,3,0,3,13,9,2,3
680,58005,30086,5,0,91,35,37,0,0
681,36248,22326,3,1,58,42,28,0,0
682,64128,17204,6,1,88,83,49,2,2
683,13158,68135,0,1,81,71,33,1,3
684,40107,59325,0,1,40,70,41,2,0
685,46574,3467,1,1,39,62,40,3,2
686,21837,94922,5,0,24,17,50,1,1
687,70251,86114,7,1,90,20,60,2,3
688,20255,69048,2,1,58,69,69,3,0
689,44243,65450,5,0,83,45,90,3,0
690,34806,14836,3,1,93,9,68,3,1
691,47559,34690,8,0,83,83,5,0,2
692,52939,36595,9,0,36,52,22,2,0
693,53828,91761,9,0,44,11,61,3,1
694,14115,2672,10,1,74,6,48,2,2
695,98012,59000,4,1,83,94,86,0,3
696,62004,28761,7,0,100,71,53,2,1
697,38272,833,0,0,21,28,48,0,2
698,15101,51173,4,1,42,43,69,0,0
699,91317,83226,3,1,78,9,36,0,3
700,25100,32688,3,0,35,4,29,3,2
701,39668,95719,2,0,54,18,3,2,0
702,51951,68635,5,0,16,58,29,2,1
703,97513,41683,6,0,44,72,59,0,1
704,94193,66176,8,1,83,50,40,3,0
705,83519,9811,2,1,70,26,43,1,2
706,92252,78300,0,1,90,34,36,3,1
707,79918,3017,0,0,2,48,50,2,2
708,7212,72652,1,1,1,53,12,0,3
709,20317,80257,6,1,92,48,24,1,3
710,17782,61,9,1,75,69,72,1,1
711,52902,42792,1,0,67,69,29,0,1
712,37729,74214,0,1,66,76,34,2,2
713,53173,33288,4,0,77,36,62,2,3
714,19288,35809,8,1,95,11,49,2,3
715,13644,89032,10,0,5,31,35,1,0
716,67742,94948,10,0,21,14,12,0,0
717,40524,9613,7,0,11,77,3,1,2
718,28083,95947,5,1,45,72,49,1,2
719,15508,93404,9,0,77,47,39,0,0
720,4677,53304,10,0,65,22,8,2,2
721,16339,82324,9,1,18,82,27,0,2
722,43224,45480,2,0,70,77,66,2,1
723,79783,73943,10,1,97,57,61,3,2
724,26263,6205,1,1,5,63,51,3,0
725,94640,608,10,1,60,89,48,1,2
726,7361,70904,9,1,8,49,46,3,2
727,10141,42985,9,1,27,19,90,3,2
728,54831,47182,8,0,15,68,59,1,0
729,23805,1210,5,1,17,11,29,1,1
730,4192,3335,0,0,85,78,41,2,2
731,76593,81216,8,0,66,27,74,2,3
732,75388,75135,5,0,77,46,25,0,2
733,19451,92602,2,0,6,78,94,2,0
734,32146,74504,10,0,23,97,74,3,3
735,6163,9185,2,0,79,83,1,0,2
736,27804,11445,2,0,33,90,65,3,0
737,14347,46376,0,0,12,72,40,2,3
738,1975,37374,7,0,81,2,40,3,2
739,32077,2714,3,0,44,71,32,0,3
740,52692,70890,1,0,4,86,27,0,1
741,86770,23598,1,0,67,29,62,0,2
742,99289,40556,4,1,50,0,16,1,2
743,89497,33537,2,1,17,85,49,3,1
744,85761,85012,8,1,19,33,27,3,0
745,97276,81793,0,1,64,54,10,0,2
746,25058,91780,6,1,79,48,88,2,1
747,36955,44658,10,1,39,21,15,1,3
748,78201,93554,8,0,57,72,57,2,3
749,12547,34096,4,0,43,47,43,2,2
750,31119,8139,5,0,24,98,98,3,3
751,24056,95382,5,0,25,0,68,2,1
752,63462,18848,8,1,78,4,20,0,2
753,82090,7762,2,0,12,76,45,3,3
754,16051,42224,1,0,91,7,26,2,0
755,43075,19505,9,1,27,48,11,3,0
756,44943,28555,10,1,61,75,64,0,2
757,37860,34539,10,1,79,58,57,2,0
758,56107,52829,7,1,18,40,90,2,2
759,28606,69112,4,1,53,44,90,3,2
760,75378,20300,8,1,27,3,81,3,0
761,48593,34551,3,1,48,41,30,0,3
762,29542,65937,0,1,48,32,57,2,0
763,14303,67965,9,1,95,25,26,3,0
764,25358,38963,5,1,49,79,16,1,0
765,48233,65733,0,0,29,59,76,0,0
766,73293,92411,6,0,99,25,66,2,3
767,23199,42119,1,1,23,45,96,1,1
768,78338,64253,4,0,59,99,5,0,2
769,35953,27161,2,1,92,32,28,0,0
770,62015,87678,4,1,53,21,38,2,0
771,80424,16984,8,0,46,75,73,2,1
772,40296,88249,6,1,96,31,28,2,3
773,33561,56700,1,1,39,45,2,3,1
774,92663,47348,2,0,72,27,28,2,1
775,86455,72308,5,0,30,42,17,2,0
776,51527,34716,4,0,53,22,94,1,2
777,36209,44923,0,0,49,22,88,1,0
778,81403,10882,1,1,24,4,41,1,0
779,42771,59577,5,1,7,31,71,3,0
780,6375,54180,5,1,24,80,49,3,1
781,23432,97249,6,0,82,24,89,3,2
782,34750,12062,5,1,1,5,75,2,1
783,91878,58386,4,0,56,90,0,2,3
784,75074,84120,5,0,24,23,33,2,3
785,5097,49525,1,1,72,33,35,0,0
786,5687,3451,10,1,60,86,59,1,3
787,99300,12549,10,0,68,54,47,1,2
788,891,39868,10,1,49,52,37,3,1
789,30026,94543,8,1,72,100,88,2,2
790,73849,35939,9,1,25,28,90,0,2
791,5104,68192,1,1,89,68,60,2,1
792,8728,65572,10,0,23,60,91,0,2
793,70713,46600,8,1,56,6,42,2,0
794,96860,48549,5,0,25,54,44,1,2
795,26113,15390,5,0,25,22,99,0,0
796,12202,49353,5,1,97,40,13,1,1
797,88779,16806,5,0,90,63,62,3,3
798,88859,43806,2,1,84,98,30,1,3
799,20941,8440,8,0,93,41,43,3,1
800,85835,73220,4,1,75,76,34,2,3
801,37760,88176,10,1,62,39,14,2,3
802,64257,9025,5,0,95,43,99,0,3
803,22749,14830,6,0,21,34,54,2,2
804,6794,98348,1,0,62,71,84,2,3
805,46158,13652,7,0,67,50,92,2,1
806,94309,40370,9,1,68,49,9,1,2
807,52240,99789,3,0,32,67,85,3,2
808,74556,88064,9,0,79,87,58,2,1
809,92930,99822,5,0,98,20,57,2,1
810,47395,51929,1,0,36,78,23,1,2
811,95911,73422,2,1,77,86,39,0,0
812,60242,94025,6,0,49,1,1,1,2
813,57198,25635,5,0,32,48,10,3,1
814,66954,49599,8,0,7,0,17,1,3
815,8980,16636,4,1,61,66,86,0,1
816,16040,65756,4,1,58,100,48,3,3
817,58088,77474,4,0,42,68,16,1,3
818,32134,56528,5,0,10,77,11,3,1
819,23958,16167,5,0,55,99,0,3,3
820,22148,22625,5,0,95,100,30,0,2
821,32253,55032,4,1,80,33,71,2,3
822,61439,29363,8,1,90,87,75,2,3
823,60330,67793,9,0,34,48,40,1,1
824,6365,98455,3,0,19,0,41,2,3
825,81534,65856,10,1,47,15,94,1,1
826,13035,20465,8,1,77,51,73,0,2
827,48514,33518,10,1,14,15,51,3,2
828,52776,15285,2,0,58,47,91,1,1
829,87623,55705,2,1,36,47,80,3,3
830,5073,53523,5,1,70,78,31,2,1
831,40323,46246,9,0,69,41,98,1,2
832,71321,53333,0,0,68,52,84,1,3
833,22520,33439,4,1,30,92,11,0,3
834,30912,98352,9,0,17,16,47,0,1
835,63468,63841,1,0,33,87,79,3,0
836,17416,18986,9,0,17,24,6,0,1
837,14925,88,0,1,30,47,92,1,1
838,85834,73386,0,0,21,29,5,1,0
839,25373,72063,1,0,91,25,86,0,3
840,93791,15578,2,0,25,52,10,1,2
841,75938,84961,8,1,79,86,74,2,1
842,29657,37839,10,1,26,20,59,3,1
843,69605,18715,10,0,77,59,26,0,3
844,9620,426,4,1,25,85,52,3,2
845,62327,62751,3,1,59,63,30,1,2
846,50858,33303,0,0,51,38,32,1,2
847,25363,23767,7,1,39,78,2,1,0
848,80441,83127,6,1,8,59,17,1,3
849,82285,65131,9,1,45,2,51,2,1
850,28163,38649,4,0,78,21,36,3,1
851,67016,49586,5,0,54,2,78,2,1
852,92375,45692,5,0,63,94,14,2,2
853,31967,28249,6,0,28,85,41,0,2
854,76628,25831,9,0,99,34,55,1,2
855,79347,24080,4,1,0,37,91,0,2
856,93702,59851,1,1,76,49,59,0,2
857,84551,10465,6,0,24,4,40,0,0
858,44114,30365,0,0,21,41,49,2,2
859,62959,40303,1,1,99,75,96,3,0
860,20052,97912,10,1,27,0,95,3,2
861,88114,44100,3,0,50,42,74,3,3
862,80020,47431,4,1,96,100,75,0,3
863,47285,97351,2,0,91,85,10,1,0
864,25710,6180,1,0,98,38,27,1,3
865,60743,20878,1,1,19,53,50,0,1
866,33826,68005,2,1,31,3,22,2,2
867,5413,58266,10,0,24,15,85,3,3
868,29332,12311,8,0,63,87,2,1,2
869,5726,93944,9,0,13,33,84,1,3
870,79141,74223,10,0,8,75,8,0,2
871,80225,32488,1,1,0,88,98,3,1
872,99546,52468,10,0,23,21,79,3,2
873,14981,54176,7,0,6,27,74,0,2
874,90281,52993,4,1,5,39,73,2,1
875,45810,2896,10,1,26,19,95,1,0
876,11244,45765,10,1,35,22,55,3,2
877,42009,68774,9,1,77,38,14,2,1
878,40188,71471,6,1,77,89,55,3,2
879,36925,19055,3,0,62,94,34,2,2
880,54994,52978,10,0,100,26,27,0,0
881,27528,99354,8,1,22,51,58,2,0
882,80441,48465,10,0,49,12,28,2,2
883,57704,93859,0,0,73,39,73,3,2
884,52395,91925,3,0,13,6,11,2,1
885,6957,75562,0,1,64,69,24,3,1
886,24452,94605,4,0,80,71,16,2,0
887,15776,54469,0,1,12,45,57,2,0
888,41837,59799,6,1,94,25,56,3,2
889,30829,38938,1,1,15,37,66,2,0
890,74473,80236,7,1,79,4,40,2,1
891,42456,2648,8,1,29,7,56,1,0
892,46810,8986,0,1,17,99,46,3,0
893,97446,30461,2,0,91,94,91,0,3
894,97231,7365,1,1,78,45,6,1,1
895,82337,20984,10,1,96,93,16,2,1
896,53742,48602,8,1,48,1,63,2,3
897,67533,3254,4,1,27,27,42,2,0
898,24307,31258,6,1,43,40,47,1,3
899,80974,36709,1,1,2,54,79,0,0
900,75403,61710,0,0,91,70,48,2,0
901,32146,94046,10,0,1,93,27,0,3
902,37251,80180,9,1,81,70,53,3,1
903,76916,79874,3,0,90,1,53,1,1
904,54132,58636,7,1,97,64,10,1,2
905,32481,40799,2,1,39,73,20,1,1
906,80950,58568,3,1,48,67,77,0,0
907,84102,19014,6,0,91,19,92,0,3
908,84355,14903,8,0,39,1,30,2,0
909,72971,39404,7,0,85,35,33,0,2
910,9197,89116,7,0,49,78,100,3,2
911,84013,61364,1,0,83,8,14,1,1
912,11442,50986,5,0,21,38,98,1,1
913,75734,49731,6,0,80,44,33,3,2
914,55602,49175,1,0,33,81,69,0,1
915,34100,15336,9,1,40,57,6,0,1
916,23082,87492,8,0,3,5,69,3,0
917,82686,3195,2,0,34,82,78,0,1
918,39931,52748,4,0,99,5,31,1,2
919,95187,81163,3,1,15,63,41,0,1
920,48380,99825,9,1,43,20,77,1,3
921,24588,36943,0,0,34,19,6,2,3
922,39961,14976,4,1,70,21,100,1,2
923,25766,99131,5,1,7,100,43,3,3
924,90312,49198,7,0,68,49,35,1,0
925,34718,39241,2,0,34,56,68,1,2
926,25701,97447,10,1,28,13,35,0,0
927,42885,55987,1,0,49,64,30,0,0
928,7109,78322,2,0,79,94,60,3,3
929,34991,78634,8,1,9,3,59,3,1
930,84346,27762,3,0,60,10,91,2,0
931,1181,99786,5,1,74,14,65,1,0
932,17898,55214,8,1,35,42,77,3,1
933,42962,80332,5,0,20,32,95,0,1
934,46614,89322,10,1,96,33,43,2,3
935,92394,57426,9,1,69,52,95,0,0
936,57250,20352,8,0,48,90,53,0,2
937,99761,68256,9,0,30,25,47,0,2
938,331,4171,1,1,42,44,20,0,2
939,73187,84889,1,0,75,69,65,3,1
940,70127,71768,6,1,24,63,33,3,2
941,2019,70301,5,1,45,82,90,1,1
942,93684,27546,0,1,16,5,39,3,0
943,56772,24600,6,0,2,90,31,3,1
944,77370,30292,10,1,25,49,47,0,1
945,85536,78571,0,1,75,29,77,0,0
946,63357,9072,7,0,28,83,11,2,2
947,50463,12718,3,0,39,51,30,1,2
948,21150,73162,7,0,57,73,0,0,0
949,38348,14808,4,0,89,45,43,2,3
950,71467,87986,9,0,97,23,23,3,1
951,8663,88412,3,0,91,23,31,1,2
952,58740,38204,7,0,0,51,87,0,2
953,69797,71450,6,0,59,71,76,0,0
954,57973,43675,1,0,60,26,18,2,0
955,61418,95094,10,0,71,44,78,0,2
956,24418,89632,4,1,49,4,26,2,1
957,93242,22627,6,1,41,100,53,0,2
958,6753,37059,0,1,38,24,21,3,2
959,16131,69525,5,0,0,17,48,1,2
960,96062,89773,6,0,11,99,75,1,1
961,7986,89872,2,0,17,4,19,1,3
962,45678,40094,6,0,59,74,62,3,2
963,63859,47205,2,1,94,17,49,0,0
964,54786,61559,9,0,87,90,77,0,1
965,97040,15080,8,1,75,1,60,1,3
966,99241,44753,10,0,82,60,21,3,1
967,15498,56697,0,0,13,78,96,1,0
968,68503,44832,2,1,77,70,35,1,1
969,80712,36542,1,0,60,97,68,1,0
970,72349,61196,6,0,69,36,18,2,0
971,35677,68502,6,1,81,38,27,2,0
972,71344,49916,0,0,84,81,70,3,3
973,76881,76549,5,0,32,76,4,1,3
974,95920,88576,5,1,30,12,29,3,0
975,1998,47192,10,0,85,66,53,0,3
976,29291,28120,9,1,29,80,56,2,0
977,1167,68840,3,1,76,0,59,2,1
978,94549,42111,6,1,35,41,56,0,0
979,91157,73968,7,0,16,76,26,0,2
980,80379,87739,6,0,80,37,64,0,0
981,55984,7567,5,0,76,70,49,3,0
982,8109,26416,5,0,62,63,94,1,2
983,39858,78339,5,1,97,91,61,0,1
984,64727,21471,6,0,84,24,22,3,1
985,20335,31793,2,1,68,87,61,3,2
986,75691,59508,10,0,59,27,100,2,1
987,740,21538,2,1,43,61,11,0,3
988,94055,31287,7,1,32,26,70,3,1
989,13878,60535,7,1,39,4,4,0,0
990,53598,60951,3,0,41,73,49,1,2
991,54724,15562,5,0,67,50,44,1,1
992,68739,55831,5,0,0,70,32,1,3
993,11099,65550,1,1,97,47,92,3,3
994,36711,11825,1,0,9,90,59,3,2
995,92678,24719,9,0,81,88,63,1,3
996,14395,90377,3,0,33,23,95,1,2
997,74600,34790,1,0,68,40,51,0,0
998,10625,77626,9,0,71,87,3,3,0
999,16515,17005,3,1,12,40,93,3,2
1000,67891,96357,9,1,28,79,73,2,2
